Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID2317,2317,7,0.461,0.064,0.023,0,0,0,0.005,1,-10921639,37.496,0,0,255,70380,90.332,0.003,1.000,0.415
ID2357,2357,7,0.464,0.064,0.023,0,5,1,0.005,1,-10921639,37.496,0,0,255,70380,90.332,0.003,0.995,0.414
ID2408,2408,7,0.414,0.063,0.024,0,10,2,0.005,1,-10921639,33.964,0,0,255,63750,86.667,0.003,1.000,0.392
ID2338,2338,7,0.395,0.062,0.024,0,15,3,0.005,1,-10921639,32.062,0,0,255,60180,84.567,0.003,1.000,0.379
ID2439,2439,7,0.408,0.061,0.025,0,20,4,0.005,1,-10921639,33.284,0,0,255,62475,85.928,0.003,1.000,0.387
ID2459,2459,7,0.412,0.060,0.025,0,25,5,0.005,1,-10921639,33.556,0,0,255,62985,86.225,0.003,1.000,0.389
ID2480,2480,7,0.410,0.059,0.026,0,30,6,0.005,1,-10921639,33.149,0,0,255,62220,85.779,0.003,1.000,0.386
ID2504,2504,7,0.404,0.058,0.026,0,35,7,0.005,1,-10921639,32.741,0,0,255,61455,85.328,0.003,1.000,0.384
ID2525,2525,7,0.408,0.057,0.026,0,40,8,0.005,1,-10921639,33.149,0,0,255,62220,85.779,0.003,1.000,0.386
ID2566,2566,7,0.414,0.055,0.027,0,45,9,0.005,1,-10921639,33.692,0,0,255,63240,86.373,0.003,1.000,0.390
ID2546,2546,7,0.399,0.054,0.027,0,50,10,0.005,1,-10921639,32.334,0,0,255,60690,84.873,0.003,1.000,0.381
ID2586,2586,7,0.414,0.053,0.028,0,55,11,0.005,1,-10921639,33.692,0,0,255,63240,86.373,0.003,1.000,0.390
ID2628,2628,7,0.407,0.052,0.028,0,60,12,0.005,1,-10921639,33.284,0,0,255,62475,85.928,0.003,1.000,0.387
ID2673,2673,7,0.415,0.050,0.029,0,65,13,0.005,1,-10921639,33.556,0,0,255,62985,86.225,0.003,1.000,0.389
ID2662,2662,7,0.423,0.049,0.029,0,70,14,0.005,1,-10921639,34.371,0,0,255,64515,87.105,0.003,1.000,0.395
ID2702,2702,7,0.426,0.047,0.030,0,75,15,0.005,1,-10921639,34.371,0,0,255,64515,87.105,0.003,1.000,0.395
ID2724,2724,7,0.441,0.046,0.030,0,80,16,0.005,1,-10921639,35.594,0,0,255,66810,88.395,0.003,1.000,0.403
ID2745,2745,7,0.453,0.044,0.031,0,85,17,0.005,1,-10921639,36.953,0,0,255,69360,89.787,0.003,1.000,0.412
ID2766,2766,7,0.454,0.043,0.031,0,90,18,0.005,1,-10921639,37.224,0,0,255,69870,90.060,0.003,1.000,0.413
ID2814,2814,7,0.447,0.041,0.032,0,95,19,0.005,1,-10921639,36.273,0,0,255,68085,89.096,0.003,1.000,0.407
ID2847,2847,7,0.446,0.039,0.032,0,100,20,0.005,1,-10921639,36.002,0,0,255,67575,88.817,0.003,1.000,0.405
ID2911,2911,7,0.449,0.037,0.033,0,105,21,0.005,1,-10921639,36.545,0,0,255,68595,89.374,0.003,1.000,0.409
ID2869,2869,7,0.448,0.035,0.033,0,110,22,0.005,1,-10921639,36.545,0,0,255,68595,89.374,0.003,1.000,0.409
ID2957,2957,7,0.448,0.032,0.034,0,115,23,0.005,1,-10921639,36.681,0,0,255,68850,89.512,0.003,1.000,0.410
ID2981,2981,7,0.439,0.030,0.034,0,120,24,0.005,1,-10921639,35.866,0,0,255,67320,88.677,0.003,1.000,0.404
ID3044,3044,7,0.432,0.027,0.035,0,125,25,0.005,1,-10921639,35.458,0,0,255,66555,88.254,0.003,1.000,0.402
ID3145,3145,7,0.418,0.025,0.035,0,130,26,0.005,1,-10921639,34.235,0,0,255,64260,86.960,0.003,1.000,0.394
ID3171,3171,7,0.413,0.022,0.036,0,135,27,0.005,1,-10921639,33.556,0,0,255,62985,86.225,0.003,1.000,0.389
ID3243,3243,7,0.419,0.019,0.036,0,140,28,0.005,1,-10921639,34.235,0,0,255,64260,86.960,0.003,1.000,0.394
ID3433,3433,7,0.429,0.016,0.036,0,145,29,0.005,1,-10921639,34.643,0,0,255,65025,87.395,0.003,1.000,0.396
ID3324,3324,7,0.404,0.013,0.037,0,150,30,0.005,1,-10921639,32.469,0,0,255,60945,85.025,0.003,1.000,0.382
ID3373,3373,7,0.383,0.010,0.037,0,155,31,0.005,1,-10921639,33.149,0,0,255,62220,85.779,0.003,0.963,0.379
ID3576,3576,7,0.369,0.008,0.037,0,160,32,0.005,1,-10921639,34.779,0,0,255,65280,87.539,0.018,0.486,0.260
ID3621,3621,7,0.370,0.008,0.037,0,165,33,0.005,1,-10921639,36.002,0,0,255,67575,88.817,0.017,0.442,0.249
