Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID3538,3538,6,0.710,0.020,0.029,0,0,0,0.005,1,-10921639,54.839,0,0,255,86700,104.802,0.004,1,0.523
ID3548,3548,6,0.694,0.020,0.029,0,5,1,0.005,1,-10921639,53.387,0,0,255,84405,103.780,0.004,1,0.514
ID3558,3558,6,0.492,0.022,0.030,0,10,2,0.005,1,-10921639,37.097,0,0,255,58650,89.937,0.003,1,0.412
ID3567,3567,6,0.467,0.023,0.031,0,15,3,0.005,1,-10921639,35.000,0,0,255,55335,87.777,0.003,1,0.399
ID3591,3591,6,0.459,0.023,0.031,0,20,4,0.005,1,-10921639,34.516,0,0,255,54570,87.264,0.003,1,0.396
ID3576,3576,6,0.449,0.024,0.031,0,25,5,0.005,1,-10921639,33.387,0,0,255,52785,86.045,0.003,1,0.388
ID3592,3592,6,0.450,0.025,0.032,0,30,6,0.005,1,-10921639,33.387,0,0,255,52785,86.045,0.003,1,0.388
ID3601,3601,6,0.448,0.026,0.032,0,35,7,0.005,1,-10921639,33.387,0,0,255,52785,86.045,0.003,1,0.388
ID3610,3610,6,0.441,0.027,0.033,0,40,8,0.005,1,-10921639,32.903,0,0,255,52020,85.512,0.003,1,0.385
ID3626,3626,6,0.442,0.028,0.033,0,45,9,0.005,1,-10921639,32.903,0,0,255,52020,85.512,0.003,1,0.385
ID3618,3618,6,0.438,0.028,0.033,0,50,10,0.005,1,-10921639,32.581,0,0,255,51510,85.154,0.003,1,0.383
ID3634,3634,6,0.436,0.029,0.034,0,55,11,0.005,1,-10921639,32.419,0,0,255,51255,84.973,0.003,1,0.382
ID3669,3669,6,0.430,0.030,0.034,0,60,12,0.005,1,-10921639,31.935,0,0,255,50490,84.429,0.002,1,0.378
ID3652,3652,6,0.438,0.031,0.034,0,65,13,0.005,1,-10921639,32.581,0,0,255,51510,85.154,0.003,1,0.383
ID3662,3662,6,0.423,0.032,0.035,0,70,14,0.005,1,-10921639,31.129,0,0,255,49215,83.506,0.002,1,0.373
ID3643,3643,6,0.425,0.033,0.035,0,75,15,0.005,1,-10921639,31.452,0,0,255,49725,83.877,0.002,1,0.375
ID3694,3694,6,0.413,0.034,0.036,0,80,16,0.005,1,-10921639,30.323,0,0,255,47940,82.566,0.002,1,0.367
ID3678,3678,6,0.409,0.036,0.036,0,85,17,0.005,1,-10921639,30.000,0,0,255,47430,82.184,0.002,1,0.365
ID3686,3686,6,0.411,0.037,0.036,0,90,18,0.005,1,-10921639,30.161,0,0,255,47685,82.375,0.002,1,0.366
ID3703,3703,6,0.421,0.038,0.037,0,95,19,0.005,1,-10921639,31.129,0,0,255,49215,83.506,0.002,1,0.373
ID3712,3712,6,0.418,0.039,0.037,0,100,20,0.005,1,-10921639,30.806,0,0,255,48705,83.132,0.002,1,0.371
ID3733,3733,6,0.413,0.040,0.038,0,105,21,0.005,1,-10921639,30.161,0,0,255,47685,82.375,0.002,1,0.366
ID3722,3722,6,0.408,0.042,0.038,0,110,22,0.005,1,-10921639,29.839,0,0,255,47175,81.993,0.002,1,0.364
ID3743,3743,6,0.409,0.043,0.039,0,115,23,0.005,1,-10921639,29.839,0,0,255,47175,81.993,0.002,1,0.364
ID3753,3753,6,0.411,0.045,0.039,0,120,24,0.005,1,-10921639,30.000,0,0,255,47430,82.184,0.002,1,0.365
ID3763,3763,6,0.396,0.046,0.040,0,125,25,0.005,1,-10921639,28.710,0,0,255,45390,80.628,0.002,1,0.356
ID3773,3773,6,0.400,0.048,0.040,0,130,26,0.005,1,-10921639,29.032,0,0,255,45900,81.022,0.002,1,0.358
ID3783,3783,6,0.397,0.050,0.040,0,135,27,0.005,1,-10921639,28.871,0,0,255,45645,80.825,0.002,1,0.357
ID3791,3791,6,0.391,0.051,0.041,0,140,28,0.005,1,-10921639,28.387,0,0,255,44880,80.231,0.002,1,0.354
ID3800,3800,6,0.391,0.053,0.041,0,145,29,0.005,1,-10921639,28.226,0,0,255,44625,80.031,0.002,1,0.353
ID3809,3809,6,0.387,0.055,0.042,0,150,30,0.005,1,-10921639,27.903,0,0,255,44115,79.629,0.002,1,0.350
ID3819,3819,6,0.382,0.057,0.042,0,155,31,0.005,1,-10921639,27.581,0,0,255,43605,79.223,0.002,1,0.348
ID3829,3829,6,0.378,0.059,0.043,0,160,32,0.005,1,-10921639,27.258,0,0,255,43095,78.815,0.002,1,0.346
ID3838,3838,6,0.377,0.062,0.043,0,165,33,0.005,1,-10921639,27.097,0,0,255,42840,78.609,0.002,1,0.345
ID3848,3848,6,0.370,0.064,0.044,0,170,34,0.005,1,-10921639,26.613,0,0,255,42075,77.986,0.002,1,0.341
ID3857,3857,6,0.363,0.067,0.044,0,175,35,0.005,1,-10921639,25.968,0,0,255,41055,77.144,0.002,1,0.337
ID3867,3867,6,0.355,0.069,0.044,0,180,36,0.005,1,-10921639,25.323,0,0,255,40035,76.287,0.002,1,0.332
ID3877,3877,6,0.366,0.072,0.045,0,185,37,0.005,1,-10921639,26.290,0,0,255,41565,77.567,0.002,1,0.339
