Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID11552,11552,0,0.767,0.021,0.031,0,0,0,0.005,1,-10921639,56.290,0,0,255,88995,105.795,0.004,1,0.532
ID11579,11579,0,0.764,0.021,0.031,0,5,1,0.005,1,-10921639,55.806,0,0,255,88230,105.467,0.004,1,0.529
ID11566,11566,0,0.586,0.022,0.031,0,10,2,0.005,1,-10921639,41.613,0,0,255,65790,94.262,0.003,1,0.441
ID11593,11593,0,0.493,0.023,0.032,0,15,3,0.005,1,-10921639,35.000,0,0,255,55335,87.777,0.003,1,0.399
ID11606,11606,0,0.482,0.024,0.032,0,20,4,0.005,1,-10921639,33.871,0,0,255,53550,86.571,0.003,1,0.391
ID11619,11619,0,0.483,0.024,0.032,0,25,5,0.005,1,-10921639,34.194,0,0,255,54060,86.919,0.003,1,0.393
ID11645,11645,0,0.481,0.025,0.033,0,30,6,0.005,1,-10921639,33.871,0,0,255,53550,86.571,0.003,1,0.391
ID11631,11631,0,0.480,0.026,0.033,0,35,7,0.005,1,-10921639,33.710,0,0,255,53295,86.396,0.003,1,0.390
ID11658,11658,0,0.481,0.026,0.033,0,40,8,0.005,1,-10921639,33.871,0,0,255,53550,86.571,0.003,1,0.391
ID11671,11671,0,0.470,0.027,0.034,0,45,9,0.005,1,-10921639,33.065,0,0,255,52275,85.690,0.003,1,0.386
ID11699,11699,0,0.462,0.028,0.034,0,50,10,0.005,1,-10921639,32.258,0,0,255,51000,84.793,0.002,1,0.380
ID11685,11685,0,0.462,0.029,0.034,0,55,11,0.005,1,-10921639,31.935,0,0,255,50490,84.429,0.003,1,0.378
ID11712,11712,0,0.451,0.030,0.035,0,60,12,0.005,1,-10921639,31.290,0,0,255,49470,83.692,0.003,1,0.374
ID11725,11725,0,0.451,0.030,0.035,0,65,13,0.005,1,-10921639,31.290,0,0,255,49470,83.692,0.002,1,0.374
ID11743,11743,0,0.453,0.031,0.035,0,70,14,0.005,1,-10921639,31.613,0,0,255,49980,84.062,0.002,1,0.376
