Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID23253,23253,8,0.668,0.021,0.029,0,0,0,0.005,1,-10921639,52.383,0,0,255,90780,103.053,0.004,1,0.508
ID23242,23242,8,0.660,0.021,0.029,0,5,1,0.005,1,-10921639,51.647,0,0,255,89505,102.512,0.004,1,0.504
ID23264,23264,8,0.520,0.021,0.030,0,10,2,0.005,1,-10921639,39.876,0,0,255,69105,92.646,0.003,1,0.430
ID23231,23231,8,0.399,0.023,0.030,0,15,3,0.005,1,-10921639,30.164,0,0,255,52275,82.377,0.002,1,0.366
ID23300,23300,8,0.405,0.023,0.031,0,20,4,0.005,1,-10921639,30.753,0,0,255,53295,83.068,0.002,1,0.370
ID23277,23277,8,0.405,0.024,0.031,0,25,5,0.005,1,-10921639,30.459,0,0,255,52785,82.724,0.002,1,0.368
ID23289,23289,8,0.395,0.025,0.031,0,30,6,0.005,1,-10921639,29.723,0,0,255,51510,81.852,0.002,1,0.363
ID23311,23311,8,0.398,0.026,0.032,0,35,7,0.005,1,-10921639,30.164,0,0,255,52275,82.377,0.002,1,0.366
ID23322,23322,8,0.393,0.026,0.032,0,40,8,0.005,1,-10921639,29.576,0,0,255,51255,81.676,0.002,1,0.362
ID23355,23355,8,0.391,0.027,0.032,0,45,9,0.005,1,-10921639,29.429,0,0,255,51000,81.499,0.002,1,0.361
ID23344,23344,8,0.400,0.028,0.033,0,50,10,0.005,1,-10921639,30.164,0,0,255,52275,82.377,0.002,1,0.366
ID23333,23333,8,0.401,0.029,0.033,0,55,11,0.005,1,-10921639,30.312,0,0,255,52530,82.551,0.002,1,0.367
ID23366,23366,8,0.383,0.030,0.034,0,60,12,0.005,1,-10921639,28.399,0,0,255,49215,80.243,0.002,1,0.354
ID23377,23377,8,0.377,0.031,0.034,0,65,13,0.005,1,-10921639,27.957,0,0,255,48450,79.694,0.002,1,0.351
ID23388,23388,8,0.381,0.032,0.034,0,70,14,0.005,1,-10921639,28.399,0,0,255,49215,80.243,0.002,1,0.354
ID23399,23399,8,0.387,0.033,0.035,0,75,15,0.005,1,-10921639,28.987,0,0,255,50235,80.965,0.002,1,0.358
ID23409,23409,8,0.368,0.034,0.035,0,80,16,0.005,1,-10921639,27.222,0,0,255,47175,78.766,0.002,1,0.346
ID23441,23441,8,0.377,0.035,0.035,0,85,17,0.005,1,-10921639,28.104,0,0,255,48705,79.878,0.002,1,0.352
ID23420,23420,8,0.376,0.036,0.036,0,90,18,0.005,1,-10921639,28.104,0,0,255,48705,79.878,0.002,1,0.352
ID23431,23431,8,0.377,0.037,0.036,0,95,19,0.005,1,-10921639,28.104,0,0,255,48705,79.878,0.002,1,0.352
ID23452,23452,8,0.371,0.038,0.037,0,100,20,0.005,1,-10921639,27.369,0,0,255,47430,78.953,0.002,1,0.347
ID23463,23463,8,0.368,0.039,0.037,0,105,21,0.005,1,-10921639,27.222,0,0,255,47175,78.766,0.002,1,0.346
ID23485,23485,8,0.370,0.040,0.037,0,110,22,0.005,1,-10921639,27.369,0,0,255,47430,78.953,0.002,1,0.347
