Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID165,165,12,0.315,0.022,0.022,0,15,3,0.005,1,-10921639,26.356,0,0,255,49470,77.649,0.002,0.996,0.339
ID356,356,12,0.318,0.022,0.023,0,20,4,0.005,1,-10921639,26.492,0,0,255,49725,77.826,0.002,0.989,0.339
ID301,301,12,0.302,0.023,0.023,0,25,5,0.005,1,-10921639,24.59,0,0,255,46155,75.291,0.002,1,0.327
ID553,553,12,0.313,0.024,0.024,0,30,6,0.005,1,-10921639,25.948,0,0,255,48705,77.115,0.002,1,0.336
ID454,454,12,0.32,0.024,0.024,0,35,7,0.005,1,-10921639,26.628,0,0,255,49980,78.002,0.002,1,0.341
ID869,869,12,0.316,0.025,0.024,0,40,8,0.005,1,-10921639,26.22,0,0,255,49215,77.471,0.002,1,0.338
ID772,772,12,0.299,0.026,0.025,0,45,9,0.005,1,-10921639,24.318,0,0,255,45645,74.918,0.002,1,0.325
ID652,652,12,0.309,0.027,0.025,0,50,10,0.005,1,-10921639,25.405,0,0,255,47685,76.393,0.002,1,0.333
ID746,746,12,0.309,0.028,0.026,0,55,11,0.005,1,-10921639,25.812,0,0,255,48450,76.935,0.003,1,0.336
ID1155,1155,12,0.305,0.029,0.026,0,60,12,0.005,1,-10921639,24.861,0,0,255,46665,75.661,0.002,1,0.329
ID967,967,12,0.299,0.03,0.027,0,65,13,0.005,1,-10921639,24.182,0,0,255,45390,74.731,0.002,1,0.324
ID1058,1058,12,0.297,0.031,0.027,0,70,14,0.005,1,-10921639,24.182,0,0,255,45390,74.731,0.002,1,0.324
ID1250,1250,12,0.304,0.032,0.027,0,75,15,0.005,1,-10921639,24.726,0,0,255,46410,75.477,0.002,1,0.328
ID1298,1298,12,0.291,0.033,0.028,0,80,16,0.005,1,-10921639,23.231,0,0,255,43605,73.397,0.002,1,0.317
ID1384,1384,12,0.296,0.034,0.028,0,85,17,0.005,1,-10921639,23.775,0,0,255,44625,74.164,0.002,1,0.321
ID1431,1431,12,0.29,0.036,0.029,0,90,18,0.005,1,-10921639,23.231,0,0,255,43605,73.397,0.002,1,0.317
ID1518,1518,12,0.284,0.037,0.029,0,95,19,0.005,1,-10921639,22.824,0,0,255,42840,72.814,0.002,1,0.313
ID1609,1609,12,0.298,0.038,0.03,0,100,20,0.005,1,-10921639,24.046,0,0,255,45135,74.542,0.002,1,0.323
ID1701,1701,12,0.29,0.04,0.03,0,105,21,0.005,1,-10921639,23.095,0,0,255,43350,73.204,0.002,1,0.315
ID1794,1794,12,0.29,0.041,0.031,0,110,22,0.005,1,-10921639,23.231,0,0,255,43605,73.397,0.002,1,0.317
ID1840,1840,12,0.285,0.043,0.031,0,115,23,0.005,1,-10921639,23.095,0,0,255,43350,73.204,0.002,1,0.315
ID1930,1930,12,0.284,0.045,0.032,0,120,24,0.005,1,-10921639,22.96,0,0,255,43095,73.009,0.002,1,0.314
ID2026,2026,12,0.291,0.046,0.032,0,125,25,0.005,1,-10921639,23.503,0,0,255,44115,73.782,0.002,1,0.319
ID2204,2204,12,0.273,0.048,0.033,0,130,26,0.005,1,-10921639,21.873,0,0,255,41055,71.427,0.002,1,0.306
ID2309,2309,12,0.289,0.05,0.033,0,135,27,0.005,1,-10921639,23.503,0,0,255,44115,73.782,0.002,1,0.319
ID2112,2112,12,0.268,0.052,0.034,0,140,28,0.005,1,-10921639,21.193,0,0,255,39780,70.412,0.002,1,0.301
ID2404,2404,12,0.28,0.054,0.034,0,145,29,0.005,1,-10921639,22.144,0,0,255,41565,71.828,0.002,1,0.308
ID2593,2593,12,0.289,0.057,0.035,0,150,30,0.005,1,-10921639,23.231,0,0,255,43605,73.397,0.003,1,0.317
ID2501,2501,12,0.282,0.059,0.035,0,155,31,0.005,1,-10921639,22.824,0,0,255,42840,72.814,0.003,1,0.313
ID2686,2686,12,0.28,0.062,0.036,0,160,32,0.005,1,-10921639,22.688,0,0,255,42585,72.619,0.003,1,0.312
ID2787,2787,12,0.272,0.065,0.036,0,165,33,0.005,1,-10921639,21.873,0,0,255,41055,71.427,0.003,1,0.306
ID2885,2885,12,0.258,0.067,0.036,0,170,34,0.005,1,-10921639,21.058,0,0,255,39525,70.206,0.003,1,0.3
ID2981,2981,12,0.267,0.071,0.037,0,175,35,0.005,1,-10921639,21.737,0,0,255,40800,71.226,0.003,1,0.305
ID3093,3093,12,0.266,0.074,0.037,0,180,36,0.005,1,-10921639,21.737,0,0,255,40800,71.226,0.003,1,0.305
