Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID197,197,11,0.297,0.023,0.022,0,5,1,0.005,1,-10921639,23.639,0,0,255,44370,73.973,0.003,0.988,0.318
ID41,41,11,0.309,0.024,0.023,0,10,2,0.005,1,-10921639,25.812,0,0,255,48450,76.935,0.002,0.996,0.335
ID140,140,11,0.305,0.024,0.024,0,15,3,0.005,1,-10921639,25.269,0,0,255,47430,76.211,0.002,1,0.332
ID388,388,11,0.313,0.025,0.024,0,20,4,0.005,1,-10921639,26.22,0,0,255,49215,77.471,0.002,0.996,0.338
ID295,295,11,0.304,0.026,0.024,0,25,5,0.005,1,-10921639,25.405,0,0,255,47685,76.393,0.002,1,0.333
ID584,584,11,0.315,0.027,0.025,0,30,6,0.005,1,-10921639,26.356,0,0,255,49470,77.649,0.002,1,0.339
ID484,484,11,0.315,0.028,0.025,0,35,7,0.005,1,-10921639,26.356,0,0,255,49470,77.649,0.002,1,0.339
ID834,834,11,0.303,0.029,0.026,0,40,8,0.005,1,-10921639,24.997,0,0,255,46920,75.845,0.002,1,0.33
ID683,683,11,0.292,0.03,0.026,0,45,9,0.005,1,-10921639,23.639,0,0,255,44370,73.973,0.002,1,0.32
ID986,986,11,0.296,0.031,0.027,0,50,10,0.005,1,-10921639,24.046,0,0,255,45135,74.542,0.002,1,0.323
ID723,723,11,0.306,0.032,0.027,0,55,11,0.005,1,-10921639,25.405,0,0,255,47685,76.393,0.002,1,0.333
ID1096,1096,11,0.289,0.033,0.028,0,60,12,0.005,1,-10921639,23.231,0,0,255,43605,73.397,0.002,1,0.317
ID1121,1121,11,0.301,0.034,0.028,0,65,13,0.005,1,-10921639,24.861,0,0,255,46665,75.661,0.002,1,0.329
ID1212,1212,11,0.298,0.036,0.028,0,70,14,0.005,1,-10921639,24.59,0,0,255,46155,75.291,0.002,1,0.327
ID1159,1159,11,0.299,0.037,0.029,0,75,15,0.005,1,-10921639,24.454,0,0,255,45900,75.105,0.002,1,0.326
ID1233,1233,11,0.292,0.038,0.029,0,80,16,0.005,1,-10921639,24.046,0,0,255,45135,74.542,0.003,1,0.323
ID1256,1256,11,0.293,0.04,0.03,0,85,17,0.005,1,-10921639,23.91,0,0,255,44880,74.353,0.002,1,0.322
ID1364,1364,11,0.289,0.041,0.03,0,90,18,0.005,1,-10921639,23.231,0,0,255,43605,73.397,0.002,1,0.317
ID1406,1406,11,0.296,0.043,0.031,0,95,19,0.005,1,-10921639,24.59,0,0,255,46155,75.291,0.003,1,0.327
ID1541,1541,11,0.297,0.045,0.031,0,100,20,0.005,1,-10921639,24.182,0,0,255,45390,74.731,0.002,1,0.324
ID1508,1508,11,0.281,0.046,0.032,0,105,21,0.005,1,-10921639,22.688,0,0,255,42585,72.619,0.003,1,0.312
ID1641,1641,11,0.284,0.048,0.033,0,110,22,0.005,1,-10921639,22.96,0,0,255,43095,73.009,0.002,1,0.314
ID1674,1674,11,0.294,0.05,0.033,0,115,23,0.005,1,-10921639,23.91,0,0,255,44880,74.353,0.002,1,0.322
ID1937,1937,11,0.283,0.053,0.034,0,120,24,0.005,1,-10921639,23.231,0,0,255,43605,73.397,0.003,1,0.317
ID1783,1783,11,0.299,0.055,0.034,0,125,25,0.005,1,-10921639,24.318,0,0,255,45645,74.918,0.003,1,0.325
ID2057,2057,11,0.289,0.057,0.035,0,130,26,0.005,1,-10921639,23.775,0,0,255,44625,74.164,0.003,1,0.321
ID2177,2177,11,0.287,0.06,0.035,0,135,27,0.005,1,-10921639,23.775,0,0,255,44625,74.164,0.003,1,0.321
ID2274,2274,11,0.291,0.062,0.035,0,140,28,0.005,1,-10921639,23.775,0,0,255,44625,74.164,0.003,1,0.321
ID2387,2387,11,0.262,0.065,0.036,0,145,29,0.005,1,-10921639,21.329,0,0,255,40035,70.616,0.003,1,0.302
ID2562,2562,11,0.299,0.068,0.036,0,150,30,0.005,1,-10921639,24.726,0,0,255,46410,75.477,0.003,1,0.328
ID2706,2706,11,0.273,0.071,0.037,0,155,31,0.005,1,-10921639,22.688,0,0,255,42585,72.619,0.003,1,0.312
ID2844,2844,11,0.278,0.074,0.037,0,160,32,0.005,1,-10921639,23.095,0,0,255,43350,73.204,0.003,1,0.315
ID2992,2992,11,0.275,0.077,0.037,0,165,33,0.005,1,-10921639,22.552,0,0,255,42330,72.422,0.003,1,0.311
ID2937,2937,11,0.296,0.077,0.037,0,170,34,0.005,1,-10921639,24.318,0,0,255,45645,74.918,0.003,1,0.325
