Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID11,11,8,0.443,0.024,0.024,0,0,0,0.005,1,-10921639,38.039,0,0,255,71400,90.871,0.003,1,0.419
ID40,40,8,0.431,0.024,0.024,0,5,1,0.005,1,-10921639,36.545,0,0,255,68595,89.374,0.003,1,0.409
ID31,31,8,0.342,0.025,0.024,0,10,2,0.005,1,-10921639,28.801,0,0,255,54060,80.736,0.002,1,0.357
ID21,21,8,0.347,0.026,0.025,0,15,3,0.005,1,-10921639,29.345,0,0,255,55080,81.396,0.003,1,0.361
ID48,48,8,0.344,0.027,0.025,0,20,4,0.005,1,-10921639,29.752,0,0,255,55845,81.885,0.003,1,0.363
ID58,58,8,0.332,0.028,0.025,0,25,5,0.005,1,-10921639,28.258,0,0,255,53040,80.067,0.003,1,0.353
ID66,66,8,0.328,0.030,0.026,0,30,6,0.005,1,-10921639,27.714,0,0,255,52020,79.388,0.002,1,0.349
ID76,76,8,0.326,0.031,0.026,0,35,7,0.005,1,-10921639,27.579,0,0,255,51765,79.217,0.002,1,0.348
ID86,86,8,0.325,0.032,0.027,0,40,8,0.005,1,-10921639,27.443,0,0,255,51510,79.045,0.002,1,0.347
ID116,116,8,0.325,0.033,0.027,0,45,9,0.005,1,-10921639,27.171,0,0,255,51000,78.700,0.003,1,0.345
ID107,107,8,0.330,0.035,0.028,0,50,10,0.005,1,-10921639,27.714,0,0,255,52020,79.388,0.002,1,0.349
ID97,97,8,0.330,0.036,0.028,0,55,11,0.005,1,-10921639,27.714,0,0,255,52020,79.388,0.003,1,0.349
ID125,125,8,0.318,0.038,0.029,0,60,12,0.005,1,-10921639,26.356,0,0,255,49470,77.649,0.002,1,0.339
ID133,133,8,0.318,0.039,0.029,0,65,13,0.005,1,-10921639,26.492,0,0,255,49725,77.826,0.002,1,0.340
ID162,162,8,0.323,0.041,0.030,0,70,14,0.005,1,-10921639,26.763,0,0,255,50235,78.177,0.002,1,0.342
ID142,142,8,0.471,0.039,0.030,0,75,15,0.005,1,-10921639,38.719,0,0,255,72675,91.535,0.003,1,0.423
ID152,152,8,0.480,0.037,0.030,0,80,16,0.005,1,-10921639,39.534,0,0,255,74205,92.319,0.003,1,0.428
ID170,170,8,0.462,0.035,0.031,0,85,17,0.005,1,-10921639,37.360,0,0,255,70125,90.196,0.003,1,0.414
ID185,185,8,0.477,0.034,0.031,0,90,18,0.005,1,-10921639,39.126,0,0,255,73440,91.928,0.003,1,0.426
ID177,177,8,0.472,0.032,0.032,0,95,19,0.005,1,-10921639,38.311,0,0,255,71910,91.137,0.003,1,0.420
ID194,194,8,0.494,0.030,0.032,0,100,20,0.005,1,-10921639,40.892,0,0,255,76755,93.595,0.003,1,0.437
ID214,214,8,0.484,0.027,0.033,0,105,21,0.005,1,-10921639,39.806,0,0,255,74715,92.577,0.003,1,0.430
ID204,204,8,0.493,0.025,0.033,0,110,22,0.005,1,-10921639,40.892,0,0,255,76755,93.595,0.003,1,0.437
ID223,223,8,0.330,0.026,0.034,0,115,23,0.005,1,-10921639,27.579,0,0,255,51765,79.217,0.002,1,0.348
ID231,231,8,0.330,0.027,0.034,0,120,24,0.005,1,-10921639,27.443,0,0,255,51510,79.045,0.003,1,0.347
ID242,242,8,0.336,0.028,0.034,0,125,25,0.005,1,-10921639,28.394,0,0,255,53295,80.235,0.003,1,0.354
ID252,252,8,0.323,0.029,0.035,0,130,26,0.005,1,-10921639,26.899,0,0,255,50490,78.352,0.002,1,0.343
ID268,268,8,0.334,0.031,0.035,0,135,27,0.005,1,-10921639,27.986,0,0,255,52530,79.728,0.003,1,0.351
ID259,259,8,0.325,0.032,0.035,0,140,28,0.005,1,-10921639,26.899,0,0,255,50490,78.352,0.002,1,0.343
