Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID402,402,4,0.346,0.021,0.035,0,120,24,0.005,1,-10921639,28.665,0,0,255,53805,80.569,0.002,1,0.356
ID385,385,4,0.35,0.022,0.035,0,125,25,0.005,1,-10921639,28.801,0,0,255,54060,80.736,0.002,0.997,0.356
ID419,419,4,0.347,0.023,0.035,0,130,26,0.005,1,-10921639,28.394,0,0,255,53295,80.235,0.002,1,0.354
ID433,433,4,0.338,0.024,0.036,0,135,27,0.005,1,-10921639,27.443,0,0,255,51510,79.045,0.002,1,0.347
ID448,448,4,0.344,0.025,0.036,0,140,28,0.005,1,-10921639,27.986,0,0,255,52530,79.728,0.002,1,0.351
ID463,463,4,0.34,0.026,0.036,0,145,29,0.005,1,-10921639,27.714,0,0,255,52020,79.388,0.002,1,0.349
ID479,479,4,0.34,0.028,0.037,0,150,30,0.005,1,-10921639,27.986,0,0,255,52530,79.728,0.002,1,0.351
ID495,495,4,0.343,0.029,0.037,0,155,31,0.005,1,-10921639,27.714,0,0,255,52020,79.388,0.002,1,0.349
ID509,509,4,0.335,0.03,0.037,0,160,32,0.005,1,-10921639,27.171,0,0,255,51000,78.7,0.002,1,0.345
ID524,524,4,0.35,0.031,0.038,0,165,33,0.005,1,-10921639,28.53,0,0,255,53550,80.402,0.002,1,0.355
ID538,538,4,0.34,0.033,0.038,0,170,34,0.005,1,-10921639,27.714,0,0,255,52020,79.388,0.002,1,0.349
ID553,553,4,0.339,0.034,0.038,0,175,35,0.005,1,-10921639,27.714,0,0,255,52020,79.388,0.002,1,0.349
ID566,566,4,0.318,0.036,0.039,0,180,36,0.005,1,-10921639,25.405,0,0,255,47685,76.393,0.002,0.992,0.331
ID581,581,4,0.34,0.038,0.039,0,185,37,0.005,1,-10921639,27.85,0,0,255,52275,79.559,0.002,0.96,0.343
ID598,598,4,0.336,0.039,0.039,0,190,38,0.005,1,-10921639,27.579,0,0,255,51765,79.217,0.002,0.936,0.337
ID627,627,4,0.331,0.041,0.04,0,195,39,0.005,1,-10921639,28.122,0,0,255,52785,79.898,0.002,0.915,0.336
ID613,613,4,0.335,0.043,0.04,0,200,40,0.005,1,-10921639,29.481,0,0,255,55335,81.56,0.002,0.934,0.349
ID659,659,4,0.331,0.045,0.041,0,205,41,0.005,1,-10921639,30.16,0,0,255,56610,82.37,0.004,0.927,0.352
ID644,644,4,0.338,0.045,0.041,0,210,42,0.005,1,-10921639,30.16,0,0,255,56610,82.37,0.002,0.941,0.355
