Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID7025,7025,1,0.599,0.019,0.029,0,0,0,0.005,1,-10921639,47.380,0,0,255,82110,99.211,0.004,1,0.478
ID7059,7059,1,0.611,0.019,0.029,0,5,1,0.005,1,-10921639,48.263,0,0,255,83640,99.918,0.004,1,0.483
ID7036,7036,1,0.449,0.021,0.030,0,10,2,0.005,1,-10921639,35.020,0,0,255,60690,87.796,0.003,1,0.399
ID7047,7047,1,0.407,0.022,0.030,0,15,3,0.005,1,-10921639,31.342,0,0,255,54315,83.749,0.003,1,0.374
ID7070,7070,1,0.405,0.022,0.031,0,20,4,0.005,1,-10921639,31.194,0,0,255,54060,83.579,0.003,1,0.373
ID7081,7081,1,0.397,0.023,0.031,0,25,5,0.005,1,-10921639,30.606,0,0,255,53040,82.896,0.002,1,0.369
ID7103,7103,1,0.410,0.023,0.031,0,30,6,0.005,1,-10921639,31.783,0,0,255,55080,84.253,0.002,1,0.377
ID7092,7092,1,0.398,0.024,0.031,0,35,7,0.005,1,-10921639,30.606,0,0,255,53040,82.896,0.002,1,0.369
ID7114,7114,1,0.394,0.025,0.032,0,40,8,0.005,1,-10921639,30.459,0,0,255,52785,82.724,0.002,1,0.368
ID7125,7125,1,0.398,0.025,0.032,0,45,9,0.005,1,-10921639,30.753,0,0,255,53295,83.068,0.002,1,0.370
ID7136,7136,1,0.395,0.026,0.032,0,50,10,0.005,1,-10921639,30.312,0,0,255,52530,82.551,0.003,1,0.367
ID7146,7146,1,0.387,0.027,0.033,0,55,11,0.005,1,-10921639,29.723,0,0,255,51510,81.852,0.002,1,0.363
ID7157,7157,1,0.382,0.028,0.033,0,60,12,0.005,1,-10921639,29.134,0,0,255,50490,81.144,0.002,1,0.359
ID7180,7180,1,0.390,0.028,0.033,0,65,13,0.005,1,-10921639,30.017,0,0,255,52020,82.203,0.002,1,0.365
ID7169,7169,1,0.381,0.029,0.033,0,70,14,0.005,1,-10921639,28.987,0,0,255,50235,80.965,0.002,1,0.358
ID7191,7191,1,0.379,0.030,0.034,0,75,15,0.005,1,-10921639,28.840,0,0,255,49980,80.785,0.002,1,0.357
ID7202,7202,1,0.375,0.031,0.034,0,80,16,0.005,1,-10921639,28.252,0,0,255,48960,80.061,0.002,1,0.353
ID7226,7226,1,0.378,0.031,0.034,0,85,17,0.005,1,-10921639,28.840,0,0,255,49980,80.785,0.002,1,0.357
ID7214,7214,1,0.379,0.032,0.035,0,90,18,0.005,1,-10921639,28.840,0,0,255,49980,80.785,0.002,1,0.357
ID7250,7250,1,0.373,0.033,0.035,0,95,19,0.005,1,-10921639,28.252,0,0,255,48960,80.061,0.002,1,0.353
ID7238,7238,1,0.375,0.034,0.035,0,100,20,0.005,1,-10921639,28.399,0,0,255,49215,80.243,0.002,1,0.354
ID7263,7263,1,0.371,0.035,0.036,0,105,21,0.005,1,-10921639,27.957,0,0,255,48450,79.694,0.002,1,0.351
ID7275,7275,1,0.371,0.036,0.036,0,110,22,0.005,1,-10921639,28.104,0,0,255,48705,79.878,0.002,1,0.352
ID7297,7297,1,0.370,0.037,0.036,0,115,23,0.005,1,-10921639,28.104,0,0,255,48705,79.878,0.002,1,0.352
ID7286,7286,1,0.366,0.038,0.037,0,120,24,0.005,1,-10921639,27.516,0,0,255,47685,79.139,0.002,1,0.348
ID7307,7307,1,0.374,0.039,0.037,0,125,25,0.005,1,-10921639,28.399,0,0,255,49215,80.243,0.002,1,0.354
ID7318,7318,1,0.355,0.040,0.037,0,130,26,0.005,1,-10921639,26.633,0,0,255,46155,78.010,0.002,1,0.341
ID7330,7330,1,0.365,0.041,0.038,0,135,27,0.005,1,-10921639,27.369,0,0,255,47430,78.953,0.003,0.996,0.346
ID7341,7341,1,0.365,0.042,0.038,0,140,28,0.005,1,-10921639,27.516,0,0,255,47685,79.139,0.002,1,0.348
ID7352,7352,1,0.356,0.043,0.038,0,145,29,0.005,1,-10921639,26.780,0,0,255,46410,78.200,0.002,0.996,0.342
ID7365,7365,1,0.355,0.044,0.039,0,150,30,0.005,1,-10921639,26.633,0,0,255,46155,78.010,0.002,0.996,0.341
