Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID25,25,8,0.324,0.022,0.022,0,5,1,0.005,1,-10921639,26.628,0,0,255,49980,78.002,0.003,0.979,0.338
ID40,40,8,0.339,0.022,0.023,0,10,2,0.005,1,-10921639,28.937,0,0,255,54315,80.902,0.002,0.961,0.351
ID75,75,8,0.335,0.023,0.024,0,15,3,0.005,1,-10921639,28.394,0,0,255,53295,80.235,0.002,0.97,0.349
ID90,90,8,0.344,0.024,0.024,0,20,4,0.005,1,-10921639,29.209,0,0,255,54825,81.232,0.003,0.993,0.358
ID121,121,8,0.338,0.024,0.025,0,25,5,0.005,1,-10921639,28.53,0,0,255,53550,80.402,0.003,0.983,0.352
ID136,136,8,0.347,0.025,0.025,0,30,6,0.005,1,-10921639,29.345,0,0,255,55080,81.396,0.003,0.997,0.36
ID105,105,8,0.329,0.026,0.025,0,35,7,0.005,1,-10921639,27.443,0,0,255,51510,79.045,0.002,0.997,0.347
ID152,152,8,0.348,0.027,0.026,0,40,8,0.005,1,-10921639,29.616,0,0,255,55590,81.723,0.003,0.997,0.362
ID175,175,8,0.334,0.028,0.026,0,45,9,0.005,1,-10921639,27.85,0,0,255,52275,79.559,0.002,1,0.35
ID204,204,8,0.333,0.029,0.027,0,50,10,0.005,1,-10921639,27.443,0,0,255,51510,79.045,0.002,1,0.347
ID189,189,8,0.332,0.03,0.027,0,55,11,0.005,1,-10921639,27.579,0,0,255,51765,79.217,0.002,1,0.348
ID219,219,8,0.337,0.032,0.028,0,60,12,0.005,1,-10921639,28.122,0,0,255,52785,79.898,0.002,1,0.352
ID234,234,8,0.336,0.033,0.028,0,65,13,0.005,1,-10921639,27.85,0,0,255,52275,79.559,0.002,1,0.35
ID249,249,8,0.33,0.034,0.028,0,70,14,0.005,1,-10921639,27.307,0,0,255,51255,78.873,0.003,1,0.346
ID264,264,8,0.319,0.035,0.029,0,75,15,0.005,1,-10921639,26.22,0,0,255,49215,77.471,0.002,1,0.338
ID294,294,8,0.325,0.037,0.029,0,80,16,0.005,1,-10921639,26.763,0,0,255,50235,78.177,0.002,1,0.342
ID279,279,8,0.33,0.038,0.03,0,85,17,0.005,1,-10921639,27.443,0,0,255,51510,79.045,0.003,1,0.347
ID339,339,8,0.323,0.04,0.03,0,90,18,0.005,1,-10921639,26.492,0,0,255,49725,77.826,0.002,1,0.34
ID308,308,8,0.32,0.041,0.031,0,95,19,0.005,1,-10921639,26.084,0,0,255,48960,77.293,0.002,1,0.337
ID323,323,8,0.331,0.043,0.031,0,100,20,0.005,1,-10921639,27.307,0,0,255,51255,78.873,0.003,1,0.346
ID354,354,8,0.314,0.045,0.032,0,105,21,0.005,1,-10921639,25.541,0,0,255,47940,76.575,0.003,1,0.334
ID369,369,8,0.32,0.047,0.033,0,110,22,0.005,1,-10921639,26.22,0,0,255,49215,77.471,0.003,1,0.338
ID386,386,8,0.316,0.048,0.033,0,115,23,0.005,1,-10921639,25.812,0,0,255,48450,76.935,0.002,1,0.336
ID402,402,8,0.321,0.051,0.034,0,120,24,0.005,1,-10921639,26.356,0,0,255,49470,77.649,0.003,1,0.339
ID417,417,8,0.322,0.053,0.034,0,125,25,0.005,1,-10921639,26.084,0,0,255,48960,77.293,0.003,1,0.337
ID431,431,8,0.32,0.055,0.035,0,130,26,0.005,1,-10921639,26.084,0,0,255,48960,77.293,0.003,1,0.337
ID446,446,8,0.313,0.058,0.035,0,135,27,0.005,1,-10921639,25.269,0,0,255,47430,76.211,0.003,1,0.332
ID461,461,8,0.312,0.061,0.036,0,140,28,0.005,1,-10921639,25.405,0,0,255,47685,76.393,0.003,1,0.333
ID477,477,8,0.312,0.063,0.036,0,145,29,0.005,1,-10921639,25.541,0,0,255,47940,76.575,0.003,1,0.334
ID493,493,8,0.299,0.066,0.036,0,150,30,0.005,1,-10921639,24.59,0,0,255,46155,75.291,0.003,1,0.327
ID509,509,8,0.307,0.07,0.037,0,155,31,0.005,1,-10921639,24.997,0,0,255,46920,75.845,0.003,1,0.33
ID525,525,8,0.3,0.073,0.037,0,160,32,0.005,1,-10921639,24.59,0,0,255,46155,75.291,0.003,1,0.327
ID541,541,8,0.305,0.076,0.037,0,165,33,0.005,1,-10921639,25.405,0,0,255,47685,76.393,0.003,0.985,0.33
ID555,555,8,0.312,0.077,0.037,0,170,34,0.005,1,-10921639,25.948,0,0,255,48705,77.115,0.003,0.946,0.327
