Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID10417,10417,1,0.44,0.063,0.022,0,5,1,0.005,1,-10921639,35.051,0,0,255,65790,87.826,0.003,1,0.399
ID10432,10432,1,0.409,0.062,0.023,0,10,2,0.005,1,-10921639,33.149,0,0,255,62220,85.779,0.003,0.997,0.386
ID10446,10446,1,0.401,0.061,0.023,0,15,3,0.005,1,-10921639,31.926,0,0,255,59925,84.414,0.003,0.997,0.378
ID10505,10505,1,0.409,0.06,0.024,0,20,4,0.005,1,-10921639,32.605,0,0,255,61200,85.177,0.003,1,0.383
ID10461,10461,1,0.403,0.059,0.024,0,25,5,0.005,1,-10921639,32.198,0,0,255,60435,84.72,0.003,1,0.38
ID10476,10476,1,0.41,0.058,0.024,0,30,6,0.005,1,-10921639,32.741,0,0,255,61455,85.328,0.003,1,0.384
ID10490,10490,1,0.406,0.057,0.025,0,35,7,0.005,1,-10921639,32.334,0,0,255,60690,84.873,0.003,0.997,0.38
ID10520,10520,1,0.407,0.056,0.025,0,40,8,0.005,1,-10921639,32.469,0,0,255,60945,85.025,0.003,1,0.382
ID10550,10550,1,0.407,0.055,0.026,0,45,9,0.005,1,-10921639,32.605,0,0,255,61200,85.177,0.003,0.997,0.382
ID10535,10535,1,0.395,0.054,0.026,0,50,10,0.005,1,-10921639,31.518,0,0,255,59160,83.95,0.003,1,0.375
ID10565,10565,1,0.409,0.053,0.027,0,55,11,0.005,1,-10921639,32.469,0,0,255,60945,85.025,0.003,1,0.382
ID10580,10580,1,0.409,0.052,0.027,0,60,12,0.005,1,-10921639,32.469,0,0,255,60945,85.025,0.003,1,0.382
ID10595,10595,1,0.405,0.051,0.027,0,65,13,0.005,1,-10921639,32.198,0,0,255,60435,84.72,0.003,1,0.38
ID10610,10610,1,0.413,0.049,0.028,0,70,14,0.005,1,-10921639,32.877,0,0,255,61710,85.479,0.003,1,0.385
ID10625,10625,1,0.421,0.048,0.028,0,75,15,0.005,1,-10921639,33.42,0,0,255,62730,86.077,0.003,1,0.388
ID10640,10640,1,0.442,0.047,0.029,0,80,16,0.005,1,-10921639,35.186,0,0,255,66045,87.969,0.003,1,0.4
ID10655,10655,1,0.444,0.045,0.029,0,85,17,0.005,1,-10921639,35.594,0,0,255,66810,88.395,0.003,1,0.403
ID10685,10685,1,0.451,0.044,0.03,0,90,18,0.005,1,-10921639,36.409,0,0,255,68340,89.235,0.003,1,0.408
ID10670,10670,1,0.44,0.042,0.03,0,95,19,0.005,1,-10921639,35.051,0,0,255,65790,87.826,0.003,1,0.399
ID10700,10700,1,0.453,0.04,0.031,0,100,20,0.005,1,-10921639,36.273,0,0,255,68085,89.096,0.003,1,0.407
ID10715,10715,1,0.448,0.038,0.031,0,105,21,0.005,1,-10921639,35.866,0,0,255,67320,88.677,0.003,1,0.404
ID10730,10730,1,0.447,0.037,0.032,0,110,22,0.005,1,-10921639,35.594,0,0,255,66810,88.395,0.003,1,0.403
ID10745,10745,1,0.432,0.035,0.032,0,115,23,0.005,1,-10921639,34.235,0,0,255,64260,86.96,0.003,1,0.394
ID10760,10760,1,0.439,0.033,0.033,0,120,24,0.005,1,-10921639,35.186,0,0,255,66045,87.969,0.003,1,0.4
ID10775,10775,1,0.44,0.03,0.033,0,125,25,0.005,1,-10921639,35.051,0,0,255,65790,87.826,0.003,1,0.399
ID10805,10805,1,0.432,0.028,0.034,0,130,26,0.005,1,-10921639,34.779,0,0,255,65280,87.539,0.003,1,0.397
ID10790,10790,1,0.407,0.026,0.034,0,135,27,0.005,1,-10921639,32.198,0,0,255,60435,84.72,0.003,1,0.38
ID10820,10820,1,0.413,0.023,0.035,0,140,28,0.005,1,-10921639,32.877,0,0,255,61710,85.479,0.003,1,0.385
ID10835,10835,1,0.41,0.02,0.035,0,145,29,0.005,1,-10921639,32.741,0,0,255,61455,85.328,0.003,0.994,0.383
ID10850,10850,1,0.416,0.017,0.035,0,150,30,0.005,1,-10921639,33.013,0,0,255,61965,85.629,0.003,0.997,0.385
ID10865,10865,1,0.431,0.015,0.036,0,155,31,0.005,1,-10921639,33.964,0,0,255,63750,86.667,0.003,1,0.392
ID10880,10880,1,0.405,0.012,0.036,0,160,32,0.005,1,-10921639,31.926,0,0,255,59925,84.414,0.003,1,0.378
ID10894,10894,1,0.403,0.009,0.036,0,165,33,0.005,1,-10921639,31.518,0,0,255,59160,83.95,0.003,1,0.375
ID10909,10909,1,0.429,0.007,0.037,0,170,34,0.005,1,-10921639,33.42,0,0,255,62730,86.077,0.003,1,0.388
