Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID2214,2214,6,0.486,0.063,0.02,0,5,1,0.005,1,-10921639,39.126,0,0,255,73440,91.928,0.003,0.995,0.425
ID2247,2247,6,0.424,0.062,0.022,0,10,2,0.005,1,-10921639,34.507,0,0,255,64770,87.25,0.003,0.997,0.395
ID2231,2231,6,0.437,0.061,0.022,0,15,3,0.005,1,-10921639,35.594,0,0,255,66810,88.395,0.003,0.995,0.402
ID2282,2282,6,0.449,0.06,0.023,0,20,4,0.005,1,-10921639,36.545,0,0,255,68595,89.374,0.003,0.992,0.407
ID2318,2318,6,0.437,0.059,0.023,0,25,5,0.005,1,-10921639,35.186,0,0,255,66045,87.969,0.003,0.997,0.399
ID2300,2300,6,0.433,0.058,0.023,0,30,6,0.005,1,-10921639,34.915,0,0,255,65535,87.683,0.003,0.997,0.398
ID2334,2334,6,0.429,0.057,0.024,0,35,7,0.005,1,-10921639,34.643,0,0,255,65025,87.395,0.003,0.997,0.396
ID2368,2368,6,0.433,0.056,0.024,0,40,8,0.005,1,-10921639,35.186,0,0,255,66045,87.969,0.003,0.995,0.399
ID2351,2351,6,0.43,0.055,0.025,0,45,9,0.005,1,-10921639,34.779,0,0,255,65280,87.539,0.003,1,0.397
ID2403,2403,6,0.426,0.054,0.025,0,50,10,0.005,1,-10921639,34.371,0,0,255,64515,87.105,0.003,1,0.395
ID2385,2385,6,0.422,0.052,0.025,0,55,11,0.005,1,-10921639,34.1,0,0,255,64005,86.814,0.003,1,0.393
ID2419,2419,6,0.438,0.051,0.026,0,60,12,0.005,1,-10921639,35.458,0,0,255,66555,88.254,0.003,1,0.402
ID2435,2435,6,0.43,0.05,0.026,0,65,13,0.005,1,-10921639,34.507,0,0,255,64770,87.25,0.003,1,0.395
ID2452,2452,6,0.436,0.048,0.027,0,70,14,0.005,1,-10921639,35.186,0,0,255,66045,87.969,0.003,1,0.4
ID2467,2467,6,0.431,0.047,0.027,0,75,15,0.005,1,-10921639,34.779,0,0,255,65280,87.539,0.003,1,0.397
ID2485,2485,6,0.438,0.045,0.028,0,80,16,0.005,1,-10921639,35.186,0,0,255,66045,87.969,0.003,1,0.4
ID2501,2501,6,0.459,0.044,0.028,0,85,17,0.005,1,-10921639,37.088,0,0,255,69615,89.924,0.003,1,0.412
ID2516,2516,6,0.459,0.042,0.029,0,90,18,0.005,1,-10921639,37.088,0,0,255,69615,89.924,0.003,1,0.412
ID2531,2531,6,0.463,0.04,0.029,0,95,19,0.005,1,-10921639,37.224,0,0,255,69870,90.06,0.003,1,0.413
ID2547,2547,6,0.458,0.038,0.03,0,100,20,0.005,1,-10921639,36.953,0,0,255,69360,89.787,0.003,1,0.412
ID2580,2580,6,0.466,0.037,0.031,0,105,21,0.005,1,-10921639,37.768,0,0,255,70890,90.602,0.003,1,0.417
ID2596,2596,6,0.461,0.034,0.031,0,110,22,0.005,1,-10921639,37.224,0,0,255,69870,90.06,0.003,1,0.413
ID2564,2564,6,0.466,0.032,0.032,0,115,23,0.005,1,-10921639,37.904,0,0,255,71145,90.737,0.003,1,0.418
ID2612,2612,6,0.458,0.03,0.032,0,120,24,0.005,1,-10921639,37.224,0,0,255,69870,90.06,0.003,1,0.413
ID2628,2628,6,0.447,0.027,0.033,0,125,25,0.005,1,-10921639,36.273,0,0,255,68085,89.096,0.003,1,0.407
ID2660,2660,6,0.448,0.025,0.033,0,130,26,0.005,1,-10921639,36.137,0,0,255,67830,88.957,0.003,0.997,0.406
ID2643,2643,6,0.447,0.022,0.034,0,135,27,0.005,1,-10921639,36.545,0,0,255,68595,89.374,0.003,0.99,0.407
ID2676,2676,6,0.457,0.019,0.034,0,140,28,0.005,1,-10921639,37.36,0,0,255,70125,90.196,0.003,0.992,0.413
ID2711,2711,6,0.455,0.016,0.035,0,145,29,0.005,1,-10921639,36.817,0,0,255,69105,89.65,0.003,0.987,0.408
ID2696,2696,6,0.426,0.013,0.035,0,150,30,0.005,1,-10921639,33.964,0,0,255,63750,86.667,0.003,0.997,0.391
ID2729,2729,6,0.451,0.01,0.035,0,155,31,0.005,1,-10921639,36.817,0,0,255,69105,89.65,0.003,0.977,0.406
ID2748,2748,6,0.438,0.007,0.035,0,160,32,0.005,1,-10921639,35.051,0,0,255,65790,87.826,0.003,0.997,0.399
ID2763,2763,6,0.515,0.006,0.036,0,165,33,0.005,1,-10921639,42.387,0,0,255,79560,94.957,0.003,1,0.446
ID2782,2782,6,0.485,0.006,0.036,0,170,34,0.005,1,-10921639,39.941,0,0,255,74970,92.706,0.003,1,0.431
